6.7	6.36666666666667	8.5	4.83333333333333	4	1.4	5.83333333333333	5.3
12	305.9	105.35	17.35	79.1	74.95	102.6	42.35
6.4	3	0.9	1.5	1.5	5.2	4.1	1.7
29.5	24.7	48	14.3	11.1	9.1	13.5	27
10.95	14.45	26.7	47.2	111.6	154.65	13.85	27.75
0.3	0.5	2.3	6.2	6	1.1	0.3	1.4
8.73333333333333	21.8666666666667	18.3666666666667	18.3	17.5	10.6666666666667	19.8333333333333	12.1333333333333
5.8	11.8	9.65	7.4	6.65	6.1	4.8	3.6
12.6	23	32.35	28.2	19.65	18.45	31.5	30.15
21	8.7	16	4.9	21.7	19.1	4.7	3.3
71.5	155.2	104.9	102.9	119.7	192.6	97	57.1
34.8	99	89.8	100	142.7	105.8	65.3	88.6
197.25	198.6	258.25	370.9	641.55	696.15	245.1	336.35
85.1	472.2	98.2	60.5	195.8	254	57.3	89
66.4	102.1	116.7	19.9	43	98.2	54.9	12.1
114.2	173.1	154.2	334.4	212.4	209.1	100.5	156.7
134.5	189.3	167.5	216.6	263	253.8	96.7	192.5
30.6666666666667	114.033333333333	3.7	102.133333333333	15.6666666666667	24.2666666666667	18.5333333333333	8.03333333333333
8.5	37.5	25.5	37.4	37.9	21.3	13.9	11.1
191.7	360.8	183.1	259.6	495.8	670.5	116	411.6
39.7	104.7	76	147.3	99.6	59.1	69	84.2
1.25	6.3	1.2	1.05	1.05	1.9	0.55	1.05
0.7	0.5	0.6	0.4	0.4	6.5	7.4	0.9
4.1	8.3	16.05	6.9	8.75	7.15	10.6	19.1
25.1	24.9	45.2	34.2	32.1	16.5	23.8	31.2
95.68	239.56	109.2	416.66	98.22	45.54	115.12	83.18
145.6	132.8	105.9	104.3	206.1	306.6	83.8	159.4
1.3	11.1	2.3	0.3	5	7.1	0.6	5.3
15.7	19.8	14	2.4	11.3	13.2	16.2	29.2
69	61.7	75.7	105.8	166.8	108.2	69	53.7
2.2	5.9	8.7	17.4	6.7	4.2	7.5	7.8
32.4	1.5	30	13.2	17.1	20.1	16.1	17.6
2.5	25.9	133.8	19.4	13.2	1	2.4	16.8
5.5	9.475	6.45	11.65	6.1	7.4	4.25	6.3
0.9	1.9	3.6	1	1.2	0.5	0.7	3.1
40.7	132.8	108.1	136.4	243.6	179.1	92.8	72.8
1.73333333333333	7.6	2.23333333333333	14.5666666666667	4.03333333333333	1.76666666666667	10.1	5.9
0.4	5.4	3.7	3.6	0.3	0.4	3.1	0.4
9.6	5.5	1.5	10.3	6.1	12.2	7.7	7.2
5.5	16.25	9.35	7.75	8.6	2.65	2.85	1.25
5.7	60.3	49.5	52.5	49.1	40.1	42.1	34.6
2.9	11.6	6.7	11.4	9.4	3.3	5.1	9.2
5.9	31.6	58.6	16.6	56.3	56	25.4	29.8
13.75	12.8	18.7	1.45	7.65	4.6	5.65	5.3
42.9666666666667	79.2666666666667	57.1666666666667	79.5666666666667	136.2	85.9	54.6333333333333	53.0333333333333
111.1	859	213.05	76.35	479.35	321.4	333.05	81.9
42.6	43	78.7	37.3	57.85	126.2	29.9	22.1
122.7	72.4	192	39.2	62.8	88.6	68.6	44.1
4.8	1.1	0.7	0.9	0.8	5.1	0.5	6.1
5.5	21.1	16.7	13.3	2.6	12.4	11	2.5
30.94	36	26.48	35.52	34.72	21.56	23.36	37.56
10.7	28.7	80.1	11.5	55.8	29.4	36.3	28.1
1	6.2	13.2	1	0.8	5.9	0.3	5.8
17.5	2.6	1.7	12.2	17.6	1.1	20.8	19.3
7393.3	3800.3	5062.9	5260.3	10131	11619.5	5404.4	10691.9
155.4	251.6	97.8	119.6	252	225.6	51.4	265.4
5.15	14.9	27.05	31.3	5.45	3.9	15.4	30.75
38.8	64.6	164.8	104.7	738.8	370.5	91.8	135.3
15.025	27.825	15.85	44.45	22.225	9	9.075	13.875
4.53333333333333	4.5	4.53333333333333	4.3	4.36666666666667	5.4	3.36666666666667	4.83333333333333
57.7666666666667	117.8	84.6	143.133333333333	169.333333333333	100.3	81.7666666666667	47.5
7.4	16.9	6.3	5.9	3.7	3.1	16.6	6
158.725	710.7	383.825	855.625	1337	683.65	384.9	335.975
11.2333333333333	23.4	18.6	23.2333333333333	29.4666666666667	20.7333333333333	15.6666666666667	18.6
0.8	4.4	4.3	7.1	2.3	9.4	1	0.9
2.1	0.2	0.9	0.6	5.4	0.2	3.6	0.2
14	15.5	12.5	4.3	1.5	1.1	0.8	1
2	2.5	11.9	8.5	7.7	1.7	1.1	4
0.8	15.6	8.9	10.2	1.7	14	1	1.5
33.94	56.94	56.7	64.46	168.08	138.92	31.02	88.66
4.3	14.7	4.8	10	10.3	8.1	5.8	4.7
50.9333333333333	36.4666666666667	62.8333333333333	72.6333333333333	45.4	27.7	33	31.2333333333333
9.86666666666667	16.5666666666667	8.33333333333333	7.5	6.8	8.13333333333333	9.03333333333333	3.66666666666667
0.6	13.3	2	0.7	0.8	1.9	5.8	9.5
29.4	31.6	41.575	40.275	23.25	10.1	39.625	24.375
34.275	43.375	33.625	20.2	27.65	14.4	18.9	57.85
26.68	16.44	24.18	13.46	14.36	11.7	12.46	27.92
49.475	74.2	72.775	103.7	53.9	23.85	41.85	52.275
6.7	12.95	7.95	35.25	6	2.2	5.5	17.05
45.8	93.7	67.4	96.1	84.9	73.6	48.9	75.5
8.87142857142857	87.6428571428572	73.3714285714286	91.0428571428571	79	18.0285714285714	84.2285714285714	46.3142857142857
8.5	23.3	17.3	30	11.6	4.6	16.9	17
2.1	8.85	6.35	3.8	3.2	6.4	4.25	2.85
35.675	105.6	45.15	42.725	85.425	26.775	51.4	47.4375
31.4	41.4	68.7	36.55	97.2	102.95	21.15	100.15
46.4	98	74.4	103.7	114.5	84.9	68.4	178.1
58.65	61.75	87.35	103.65	138.35	134.35	51	172.1
22.2	59.3	58.1666666666667	30.9	117.533333333333	39.8666666666667	36.3666666666667	67.5666666666667
46.5	46.6	49.3	68.7	70	57.5	45.6	67.2
4.8	3.1	7.6	12.4	3.3	1.7	0.9	15.9
15.725	63.45	59.85	77.65	16.9	23.95	33.125	27.375
85.2	151.1	111	139.3	230.2	224.45	73.7	98.15
1.9	61.2	40.8	14.5	19.3	13.6	29	42.7
11.4	16.8	16.7	28.6	26.6	10.7	6.6	18.7
21.3	63.1	57.6	82.5	77.25	49.6	28.6	51.65
2.8	1.4	5.3	9.6	1.1	0.8	0.4	4.5
7.2	5.26666666666667	2.66666666666667	2.7	5.93333333333333	4.56666666666667	4.9	2.86666666666667
104.25	302.283333333333	152.05	407.816666666667	318.866666666667	128.45	142.55	84.6333333333333
101.8	104.2	118.85	160.75	107.7	43.8	101.2	162.1
37.1	31.6	81.1	16	83.2	25.7	22.5	15.5
2.65	18.4	4.25	3.25	3.45	12.1	1.55	5.85
7.6	6.4	8.5	0.5	1.5	12.1	5.5	3
37.825	94.275	70.4	86.525	144.6	137.25	64.65	43.775
0.2	7.3	5.1	5.8	2.8	3	5.1	1
1.8	10.9	17.6	10.8	13.5	7.5	1.5	3.7
205.55	157.2	173.75	279.8	225.1	509.5	144.6	353.5
7.7	16.9	15.6	14.55	11.2	9.05	8.7	2.25
70.05	300.9	179.85	105.5	243.85	252.1	128.25	127.95
464.2	1664.1	507.6	679.4	794.8	294.9	249.4	334.9
10.5	16.5	2	21.4	14.4	17.5	1.5	19.1
305.5	96.8	203.8	56.3	93.6	27.6	114.3	2.8
193.3	224.4	293.2	183	807.9	615.9	446.5	333.2
78.9	130.7	54.85	74.65	105.6	174.85	61.4	102.35
4.75	12.4	13.925	7.15	12.7	41.625	3.225	99.6
18.5	64.3285714285714	56.1285714285714	105.914285714286	60.4428571428571	28.0285714285714	37.6285714285714	41.3142857142857
116.4	259.4	193.2	277.4	349.8	376	54.5	241.9
9.86666666666667	25.7666666666667	26.1	29.8333333333333	24.6333333333333	12.8	17.4333333333333	7.83333333333333
52.85	81.8	77.25	91.5	80.05	58.75	36.75	65.2
37.2	117.9	57.3	67.4666666666667	127.866666666667	87.5666666666667	92.1	38.2333333333333
1.7	5.1	1.4	5.8	12.5	12.2	6.4	4
73.95	139.3	72.45	180.9	172.55	175.45	61.3	148.85
56.95	112	101.733333333333	93.7	108.366666666667	68.5333333333333	66.3166666666667	57.3666666666667
149.8	137.066666666667	137.6	292.666666666667	147.3	66.8	80.0333333333333	168.533333333333
8.8	29.95	8.8	3.55	9.9	3.05	6.75	0.8
26.6	296.5	143.7	320.2	271.8	110.9	122.1	142.8
21.9	91.02	78.74	92.78	85.96	47.18	50.7	24.96
1	1.3	1.1	9.1	10.5	3.6	2.9	3.8
10.45	5.35	15.75	10.05	21.35	5.45	13.6	13.4
75.95	152.175	135.5	206.15	186.475	64.95	125.225	80.125
88.3	187.6	86.9	92.8	98.3	177.7	55.7	90.8
9.1	25.5	9.8	22.7	3.9	7.9	10.3	1.1
27.2	15.6	16.1	28.9	23	2.5	51.9	26.1
71.1	177	104.1	189.4	382.8	360.1	148.3	340.1
137.95	228.45	115.3	97.1	191.9	254.15	112.85	157.9
443.1	807.3	330.35	1074	1012.05	471	616.5	941.25
0.6	188.9	90.1	256.2	41.1	30.5	58.8	68.6
101.5	80.2	104.8	46.5	44.9	26.2	38.1	68.8
54.7	66.825	81.75	108.975	67.875	45.575	51.575	44.5
28.925	48.925	42.6	66.825	57.4	34.625	27.575	14.5
200.9	226.033333333333	287.466666666667	541.5	785.933333333333	392.966666666667	346.333333333333	619.1
0.6	0.2	0.5	3.2	4.1	2.2	4.3	1.7
11.1	14.8	24.5	9	14.4	12.9	12.6	18.5
13.8	1	1.8	8	12.5	4.7	1.5	1.2
358.166666666667	400.833333333333	640.133333333333	284.966666666667	426.333333333333	297.4	224.966666666667	134.2
12.7	1.6	2.1	2.9	11.6	2.3	6.4	11.7
39.4	102.55	99.75	170.8	136.3	78.7	62.2	65.05
19.1	24	10.1	20.3	29.4	52.6	18.9	39.6
4.8	10.4	7.3	8.5	12.4	3.8	8.5	0.7
40.5	145.866666666667	59.8333333333333	203.033333333333	175.266666666667	105.7	100.966666666667	143.466666666667
12.8	13.55	14.4	9.7	11.35	3.65	9.7	21.5
0.95	1.45	1.85	5.3	1.7	2.95	0.45	3.5
25.6333333333333	121.333333333333	62.8666666666667	93.4	120	61.3666666666667	71.9666666666667	62.1333333333333
8.6	8.8	6.3	4.9	5.3	15.4	2.8	11.4
251.36	554	484.14	349.02	1054.56	747.42	450.78	449.26
102	219.6	140.9	154.9	226.6	383	104.5	226.8
84.2	32.4	42.5	39.2	42.4	15.4	85.2	47.3
73.4	131.8	103.6	108.4	128.9	30.8	80.2	101.7
4.6	3.5	13	1.6	13.6	4.8	1.3	11.9
30.5	40.1	23.5	15	35.6	44.9	51	42.3
46.5333333333333	39.4333333333333	34.6	51.4	36.9666666666667	39.5666666666667	21.8333333333333	27.6333333333333
4.4	16.4	12.4	8.6	10.6	7.5	8.9	6.4
75.2	215.55	143.2	155.15	231.35	283.15	79.1	193.25
7	1.3	12.6	1.6	0.4	6.5	0.3	1.2
55.9	109.1	75.1666666666667	59.0333333333333	84.1333333333333	33.4	56.7333333333333	107.3
4.15	12.8	7.45	8.9	3.05	4.3	1.7	4.85
9.1	8.8	12.7	23.4	21.5	5	10.6	10.8
29.2	32	36.8	17.1	19.8	6.4	27	37.7
7.7	24.7	19.7	1.8	9.7	2.1	0.9	2.2
162.9	16.7	69.4	26.1	41.5	15.5	49.6	7.8
68.55	79.275	63.6	75.025	90.075	69.425	44.85	58.325
4.75	8.55	15.55	53.65	60.8	19.35	24.6	7.6
2.525	16.65	12.2	6.875	15.275	7.725	6.35	4.15
47.6666666666667	39.7333333333333	44.3333333333333	88.6	30.0666666666667	23.6333333333333	25.1333333333333	13.7666666666667
34.3	32.35	17.5	21.65	18.85	11.5	22.25	41.65
575.66	839.84	712.78	887.24	2575.98	2441.7	900.76	732.24
2.3	2.3	5.6	0.7	3.1	7.8	49.3	7.1
2.7	6.3	7.4	11.9	6.3	8.1	1.2	4.2
11.5	28.0666666666667	33.0666666666667	41.7	63.4666666666667	66.8333333333333	27.9	22.0333333333333
57	471.8	237	291	505.6	63.8	338	185
7.3	2.6	1.8	1.3	1.9	8.1	0.3	2.1
15.3	10.4	20.4	16.1	18.4	9.7	16.6	14.1
9.74	22.48	9.28	38.84	21.4	15.44	15.36	11.14
47.125	62.4	77.875	71.05	77.05	33.9	47.325	108.725
19.05	29.75	23.8	42.8	34.9	13.15	17.95	38
1	3.4	34.4	5.2	17.2	90.2	15.5	4
4.4	0.9	5.7	21.2	5.4	15	1.2	0.5
0.8	1.9	6.1	2.6	2.9	1	7.8	3.9
20.725	22.025	29.65	24.65	59.75	21.5	14.575	39.55
19	28.2	52.8	23.6	71.9	134.5	21.4	25.8
12.6	3	3.6	19.3	32.6	26.7	4.6	21.8
51.4666666666667	54.7333333333333	61	28.8	40.2333333333333	54.1	76.6	73.6666666666667
583.8	1180.5	1016.2	815	1692.6	715.4	669.9	325.3
83.1	367.9	251.5	317.3	407.4	268.5	250.8	137.7
5.1	5.65	2.95	8.65	6.35	2.5	1.1	7.1
6.4	16.25	3.25	14.9	6.55	7.7	6.85	5.45
1.7	1.6	11	6.3	2.1	9.4	1.2	2.3
70.2	128.4	74	124.9	117.7	148.2	60.2	59.6
34	28.8	64.6	38.3	87.3	45.3	71.9	68
14.5	100.1	78.3	182	421.7	142.5	140.2	380.6
316.2	653.4	527.7	738	2001.7	1114.8	968.1	605.7
1.6	1.6	2.2	4.2	2.3	0.3	0.1	7.3
45.9	54.25	58.65	38.3	52.2	25.85	31.5	33.95
6.9	2.2	6.2	6.3	5.25	2.75	1.6	8.1
3.3	11.4	12.6	7.7	1.2	0.5	3	1.3
138	127.3	53.2	113.9	27.4	39.9	57.3	26.5
23.3	22.8	14.65	16.2	30.55	11.8	8	21.05
37.1666666666667	129.6	110.1	106.8	146.766666666667	76.5333333333333	92	62.2333333333333
111	252.6	139.175	189.05	174.325	242.9	145.35	82.5
2	23.2	25.2	21.1	32.8	42.9	10.1	16.5
45.7	106.05	71.25	70.55	123.7	72.3	58.15	53.2
90.7	243.7	192.75	30.25	101.3	47.75	169.95	81.35
135.6	78.6	90.8	91.9	153.9	150.6	81.2	143.9
1	2.75	9.05	7.1	3.5	1.2	1.1	1.05
1.3	1.3	0.9	1.2	1.5	2.6	1	2.2
5.7	2.9	2.4	5.8	0.9	2.5	0.5	1
4.1	4	6.25	4.65	6.1	5.7	5.35	0.5
44.5	63.5	44.8	117.5	67.3	54.2	40.4	89.2
9.4	9.4	3.6	14.2	1.8	8.4	6.2	18.7
137.866666666667	211.55	264.533333333333	280.333333333333	263.933333333333	105.666666666667	254.016666666667	232.533333333333
25.3	44.2	26.6	7.6	17.5	1.6	16.9	77.6
2.8	5.4	3.4	6.8	5.3	6	2.3	29.2
105.45	296.6	140.95	114.8	829.65	150.3	90	43.25
5.7	35.8	15.6	10.6	15.9	4.9	15	6.7
24	17.5	17.2	16.4	35.8	41	35.5	24.8
5.4	3.5	19.7	10.1	2.3	16.6	2.1	13.9
250.95	599.45	335.15	607.95	1399.35	940.15	373.75	798.1
15.2	21.05	19.25	28.7	45.9	26.75	20.95	13.6
1.4	6.6	7.45	8	9.35	6.2	7.9	3.5
89.1	90.85	96.1	60.5	59.15	57	49.05	49.1
14	0.5	0.5	1.2	1.3	0.9	1.4	1.1
792.6	1129.25	967.6	1188.7	2459.775	1873.95	853.2	1928
17.25	3.85	20.35	5.2	1.1	8.75	15.35	6
4.175	4.325	2.8	6.95	6.95	4.35	5.125	2.4
101.9	163.8	72	243.5	100	73.5	62.3	40.8
0.5	23.6	14	2.1	14.8	12.1	16	7.7
1.6	1.2	3.7	5.3	10.1	5.5	5.1	4.8
44.4	123.3	88.3	145.8	324.2	405.9	97.8	46.5
6460.6	3485.5	5105.8	5984.2	9189.3	11484.5	5958.9	8810.5
85.5	60.7	101.6	166.2	129.6	101.1	60	144.3
261.5	401.4	294.4	375.3	632.4	1225.3	187.8	254.6
12.3	17.625	21.625	17.7	13.725	22.15	11.35	19.075
31.6666666666667	37.9333333333333	33.6	47.5	59.8333333333333	61.5333333333333	31.3	63.9
33	19.2	26.65	51.4	80.95	36.3	24.35	88.05
7.6	4.5	2	5.1	4.9	18.3	1.9	1.8
4.1	1.7	19.8	2.5	3.1	1.3	1.4	21.1
76.9	26.9666666666667	36.1	88.7333333333333	34.3	62.5666666666667	50.2666666666667	97.2333333333333
26	7.9	2.2	2.3	4.6	15.8	1.9	3
18.25	6.45	16.95	31.4	30.2	12.3	9.4	39
71.1	155.7	113.5	113.5	251.6	90.6	206	175.9
9.9	9.8	8.2	7	11	14.1	1	14.3
2.15	5.4	3.7	9.9	10	2.3	5.9	5.7
6	4.34	8.08	6.68	5.68	4.46	5.68	2.82
25.7333333333333	36.9	38.3333333333333	53	56.2	63.5666666666667	24.8666666666667	64.5666666666667
51.9	86.2	41.1	56.9	83.6	18.2	25.5	55
42.75	48.9	39.2	58.35	45.65	29.4	20.7	40.4
100.3	339.05	106.95	328.325	230.325	107.35	105.1	155.85
2	2.1	11.4	90.4	9.3	36.5	3.5	2.2
62.5	2.1	0.8	293.4	6.2	0.5	0.6	0.4
40.95	59.1	63	99.9	70.5	42.45	35.7	61.4
46.7	43.3	45.3	61	40.7	40	23.7	45.3
48.3	11.1	19.8	4	39.5	40.6	12.4	3.6
19	59.2	35.4	30.1	45.7	51.65	24.15	32.15
74.225	71.65	39.5	80.45	98.975	120.975	45.225	58.9
782.1	1898.8	607	857.9	893.3	664.3	367.4	393.3
1.4	39	19.3	35.5	19.4	12.7	26.2	9.4
48.6	22.1	38.6	54.8	59	64	37.9	65
199.95	318.8	289.9	469.4	359.3	186.75	129.1	481.5
154.8	160.4	110.7	123.4	139.95	89.45	83.15	98.65
34.8	56.3	26.7	48.4	60.3	23.1	44.3	48.5
20.7	59.45	44.95	81.9	99.7	44.95	56.45	27.75
106.5	99.8	82.5	69.1	91.4	93.6	90.6	100.5
26.6	63	58.2	72	41.5	76.9	29.6	57.1
35.925	153.1	97.55	47.95	69.775	35.125	33.225	46.875
249.7	224.3	260	162.8	366.4	243.6	243	383.6
9	3.7	11.3	14	0.8	1	0.8	2.9
8.05	20	25.6	9	41.1	103.55	22.65	49.35
2.2	1	3.8	3.7	6.3	13.2	0.6	2.4
32.15	80.45	65.9	111.75	219.5	79.35	101.1	73.25
104.05	88.55	74.85	122.95	184.85	122.7	69.7	100.35
180	79.8	145.4	627.2	154.7	82.6	29	12.9
3.6	9.6	0.6	4	18.5	12.9	4.8	2
134	179	87.4	192.9	308.1	297	131.1	107.1
0.7	6	1.1	0.3	0.4	2.3	0.4	1.6
44.0666666666667	34.0666666666667	60.5	32.5666666666667	42.0666666666667	14.6333333333333	23.3666666666667	32.1666666666667
27.425	61.075	38.625	45.75	56.175	31.025	31.575	40.7
85.3333333333333	257.366666666667	193.066666666667	272.1	197.466666666667	137.166666666667	147.766666666667	85.7666666666667
76.5	164.35	78.2	125.1	78.95	38.1	55.4	37.45
8.8	3.45	14.65	9.95	10.65	2.2	4.1	8.45
7.26666666666667	10.5333333333333	8.43333333333333	18.0333333333333	6.36666666666667	8.6	5.46666666666667	5.83333333333333
30.35	45.5	63.9	42.85	73	101.65	39.1	92.15
10.8	4.5	2.5	7.6	15	0.8	5.2	2.3
11	16.6	13.4	16.1	27.5	2.8	10.7	20.8
25.7666666666667	22.2	126.1	41.4	334.366666666667	364.733333333333	44.4666666666667	35.8
67.2	163.8	115.2	132.9	110.3	26.7	85.9	91.7
1.2	1.4	1.4	2	2.5	1	0.7	3.4
90.6	303.95	147.95	450.25	245.75	245.95	154.05	130.9
54.4	89.4	64.6666666666667	102.066666666667	38.3	41.9333333333333	49.9	20.1666666666667
652.5	678.1	480.8	1117.7	1757.3	2431.3	512.4	1745.3
10.8666666666667	18.1	18.0333333333333	37.6666666666667	15.1	24.7666666666667	9.13333333333333	6.73333333333333
4.76666666666667	7.6	8	5.13333333333333	9.56666666666667	4.33333333333333	5.86666666666667	5.63333333333333
3.1	1.6	2.2	3.8	14.7	9.6	12.7	2
11.9	5	10.9	4	5.8	6.6	4.3	11.4
